,Date,News_Source,Tweet_Number,compound,neg,neu,pos
413,2017-12-08,@nytimes,87,0.4404,0.0,0.861,0.139
414,2017-12-08,@nytimes,86,0.431,0.0,0.831,0.169
415,2017-12-08,@nytimes,85,0.2023,0.091,0.783,0.126
416,2017-12-08,@nytimes,84,0.0,0.0,1.0,0.0
417,2017-12-08,@nytimes,83,0.0,0.0,1.0,0.0
418,2017-12-08,@nytimes,82,0.4201,0.0,0.823,0.177
419,2017-12-08,@nytimes,81,-0.7717,0.372,0.628,0.0
420,2017-12-08,@nytimes,80,0.5267,0.0,0.848,0.152
421,2017-12-08,@nytimes,79,-0.4404,0.162,0.838,0.0
422,2017-12-08,@nytimes,78,-0.296,0.099,0.901,0.0
423,2017-12-08,@nytimes,77,-0.5994,0.178,0.822,0.0
424,2017-12-08,@nytimes,76,-0.4404,0.195,0.805,0.0
425,2017-12-08,@nytimes,75,0.0,0.0,1.0,0.0
426,2017-12-08,@nytimes,74,-0.1531,0.201,0.632,0.167
427,2017-12-08,@nytimes,73,-0.3626,0.264,0.736,0.0
428,2017-12-08,@nytimes,72,0.0,0.0,1.0,0.0
429,2017-12-08,@nytimes,71,-0.1779,0.092,0.843,0.065
430,2017-12-08,@nytimes,70,-0.5423,0.137,0.863,0.0
431,2017-12-08,@nytimes,69,-0.4215,0.118,0.882,0.0
432,2017-12-08,@nytimes,68,0.5859,0.088,0.658,0.254
433,2017-12-08,@nytimes,67,-0.3818,0.14,0.86,0.0
434,2017-12-08,@nytimes,66,0.1531,0.095,0.785,0.12
435,2017-12-08,@nytimes,65,0.0,0.0,1.0,0.0
436,2017-12-08,@nytimes,64,-0.7003,0.254,0.746,0.0
437,2017-12-08,@nytimes,63,-0.8402,0.258,0.742,0.0
438,2017-12-08,@nytimes,62,0.0,0.0,1.0,0.0
439,2017-12-08,@nytimes,61,0.0,0.0,1.0,0.0
440,2017-12-08,@nytimes,60,-0.5994,0.157,0.843,0.0
441,2017-12-08,@nytimes,59,0.0,0.0,1.0,0.0
442,2017-12-08,@nytimes,58,0.0772,0.0,0.909,0.091
443,2017-12-08,@nytimes,57,0.0,0.0,1.0,0.0
444,2017-12-08,@nytimes,56,-0.8176,0.273,0.727,0.0
445,2017-12-08,@nytimes,55,-0.296,0.115,0.885,0.0
446,2017-12-08,@nytimes,54,-0.6249,0.255,0.745,0.0
447,2017-12-08,@nytimes,53,0.0,0.0,1.0,0.0
448,2017-12-08,@nytimes,52,0.7184,0.0,0.75,0.25
449,2017-12-08,@nytimes,51,-0.9042,0.337,0.663,0.0
450,2017-12-08,@nytimes,50,0.0,0.0,1.0,0.0
451,2017-12-08,@nytimes,49,0.0,0.0,1.0,0.0
452,2017-12-08,@nytimes,48,0.0,0.0,1.0,0.0
453,2017-12-08,@nytimes,47,0.0258,0.09,0.814,0.095
454,2017-12-08,@nytimes,46,0.0,0.0,1.0,0.0
455,2017-12-08,@nytimes,45,0.5106,0.0,0.788,0.212
456,2017-12-08,@nytimes,44,-0.5859,0.255,0.745,0.0
457,2017-12-08,@nytimes,43,-0.8126,0.348,0.567,0.085
458,2017-12-08,@nytimes,42,0.0,0.0,1.0,0.0
459,2017-12-08,@nytimes,41,0.4657,0.07,0.751,0.179
460,2017-12-08,@nytimes,40,0.0,0.0,1.0,0.0
461,2017-12-08,@nytimes,39,0.25,0.13,0.667,0.204
462,2017-12-08,@nytimes,38,0.0,0.0,1.0,0.0
463,2017-12-08,@nytimes,37,-0.2732,0.16,0.84,0.0
464,2017-12-08,@nytimes,36,0.0,0.0,1.0,0.0
465,2017-12-08,@nytimes,35,0.0,0.0,1.0,0.0
466,2017-12-08,@nytimes,34,-0.8126,0.385,0.615,0.0
467,2017-12-08,@nytimes,33,0.1027,0.0,0.92,0.08
468,2017-12-08,@nytimes,32,0.0,0.0,1.0,0.0
469,2017-12-08,@nytimes,31,-0.6705,0.257,0.743,0.0
470,2017-12-08,@nytimes,30,0.0,0.0,1.0,0.0
471,2017-12-08,@nytimes,29,-0.7624,0.238,0.762,0.0
472,2017-12-08,@nytimes,28,-0.2263,0.091,0.909,0.0
473,2017-12-08,@nytimes,27,0.5106,0.0,0.845,0.155
474,2017-12-08,@nytimes,26,0.6369,0.0,0.802,0.198
475,2017-12-08,@nytimes,25,0.0,0.0,1.0,0.0
476,2017-12-08,@nytimes,24,-0.765,0.297,0.703,0.0
477,2017-12-08,@nytimes,23,0.0,0.0,1.0,0.0
478,2017-12-08,@nytimes,22,0.0,0.0,1.0,0.0
479,2017-12-08,@nytimes,21,-0.4939,0.167,0.833,0.0
480,2017-12-08,@nytimes,20,-0.296,0.331,0.465,0.203
481,2017-12-08,@nytimes,19,-0.6705,0.268,0.732,0.0
482,2017-12-08,@nytimes,18,-0.0258,0.155,0.735,0.11
483,2017-12-08,@nytimes,17,-0.296,0.109,0.891,0.0
484,2017-12-08,@nytimes,16,-0.2263,0.106,0.894,0.0
485,2017-12-08,@nytimes,15,0.0,0.0,1.0,0.0
486,2017-12-08,@nytimes,14,-0.296,0.121,0.879,0.0
487,2017-12-08,@nytimes,13,0.0,0.0,1.0,0.0
488,2017-12-08,@nytimes,12,-0.3182,0.133,0.867,0.0
489,2017-12-08,@nytimes,11,-0.4404,0.315,0.457,0.228
490,2017-12-08,@nytimes,10,0.2716,0.112,0.733,0.154
491,2017-12-08,@nytimes,9,-0.296,0.104,0.896,0.0
492,2017-12-08,@nytimes,8,-0.875,0.455,0.545,0.0
493,2017-12-08,@nytimes,7,0.6808,0.0,0.728,0.272
494,2017-12-08,@nytimes,6,-0.5267,0.167,0.833,0.0
495,2017-12-08,@nytimes,5,-0.6486,0.249,0.751,0.0
496,2017-12-08,@nytimes,4,0.0,0.0,1.0,0.0
497,2017-12-08,@nytimes,3,0.25,0.13,0.667,0.204
498,2017-12-08,@nytimes,2,-0.8126,0.385,0.615,0.0
499,2017-12-08,@nytimes,1,-0.6705,0.282,0.718,0.0
